vivaAerobus,cdmx,mexico,culiacan,mexico,nacional,1,45,1246
interjet,cdmx,mexico,dallas,usa,interN,4,35,4072
aeroMx,cdmx,mexico,durango,mexico,nacional,1,35,3340
interjet,cdmx,mexico,guadalajara,mexico,nacional,1,20,1109
airCanada,cdmx,mexico,halifax,canada,interN,4,53,"5675,80"
interjet,cdmx,mexico,hermosillo,mexico,nacional,2,45,3206
interjet,cdmx,mexico,houston,usa,interN,2,20,4604
vivaAerobus,cdmx,mexico,huatulco,mexico,nacional,1,10,981
interjet,cdmx,mexico,laPaz,mexico,nacional,1,40,2679
vivaAerobus,cdmx,mexico,lasVegas,usa,interN,3,45,3541
vivaAerobus,cdmx,mexico,losCabos,mexico,nacional,2,5,1602
aeroMx,cdmx,mexico,losMochis,mexico,nacional,2,15,4017
aeroMx,cdmx,mexico,manzanillo,mexico,nacional,1,24,2807
aeroMx,cdmx,mexico,matamoros,mexico,nacional,1,40,3178
vivaAerobus,cdmx,mexico,mazatlan,mexico,nacional,1,40,1309
vivaAerobus,cdmx,mexico,merida,mexico,nacional,1,45,1607
aeroMx,cdmx,mexico,mexicali,mexico,nacional,3,40,5111
interjet,cdmx,mexico,miami,usa,interN,3,40,4099
aeroMx,cdmx,mexico,minatitlan,mexico,nacional,1,25,2986
vivaAerobus,cdmx,mexico,monterrey,mexico,nacional,1,35,1117
interjet,cdmx,mexico,montreal ,canada,interN,7,0,5280
aeroMx,cdmx,mexico,morelia,mexico,nacional,0,56,5759
aeroMx,cdmx,mexico,narita,japon,interC,15,15,37605
interjet,cdmx,mexico,nuevaYork,usa,interN,4,45,4507
aeroMx,cdmx,mexico,nuevoLaredo,mexico,nacional,1,47,2139
interjet,cdmx,mexico,oaxaca,mexico,nacional,1,10,2476
interjet,cdmx,mexico,orlando ,usa,interN,3,25,4522
airCanada,cdmx,mexico,ottawa,canada,interN,4,59,"4571,32"
interjet,cdmx,mexico,palenque,mexico,nacional,1,20,2780
vivaAerobus,cdmx,mexico,ptoEscondido,mexico,nacional,1,10,1043
vivaAerobus,cdmx,mexico,ptoVallarta,mexico,nacional,1,30,871
aeroMx,cdmx,mexico,queretaro,mexico,nacional,1,9,1627
vivaAerobus,cdmx,mexico,reynosa,mexico,nacional,1,40,1016
aeroMx,cdmx,mexico,saltillo,mexico,nacional,1,45,1370
interjet,cdmx,mexico,sanAntonio,usa,interN,2,5,4508
aeroMx,cdmx,mexico,shangai,china,interC,14,25,33344
aeroMx,cdmx,mexico,sLPotosi,mexico,nacional,1,18,1576
aeroMx,cdmx,mexico,tampico,mexico,nacional,1,15,1624
aeroMx,cdmx,mexico,tapachula,mexico,nacional,1,59,3457
vivaAerobus,cdmx,mexico,tijuana,mexico,nacional,3,40,1136
interjet,cdmx,mexico,toronto,canada,nacional,5,20,6828
vivaAerobus,cdmx,mexico,torreon,mexico,nacional,1,45,1283
vivaAerobus,cdmx,mexico,tuxtlaG,mexico,nacional,1,25,1017
airCanada,cdmx,mexico,vancouver,canada,interN,3,7,"4003,74"
interjet,cdmx,mexico,veracruz,mexico,nacional,1,0,2234
airCanada,cdmx,mexico,victoria,canada,interN,4,59,"19221,02"
vivaAerobus,cdmx,mexico,villahermosa,mexico,nacional,1,30,1325
airCanada,cdmx,mexico,windsor,usa,interN,3,7,"6427,46"
aeroMx,cdmx,mexico,zacatecas,mexico,nacional,1,27,1576
vivaAerobus,cdmx,mexico,zihuatanejo,mexico,nacional,1,0,815
interjet,cdObregon,mexico,cdmx,mexico,nacional,2,25,4351
vivaAerobus,cdObregon,mexico,monterrey,mexico,nacional,1,45,1083
airCanada,charlottetown,canada,montreal,canada,nacional,1,45,"7186,90"
airCanada,charlottetown,canada,ottawa,canada,nacional,1,44,"8029,41"
interjet,chetumal,mexico,cdmx,mexico,nacional,2,50,2958
airCanada,chicago,usa,calgary,canada,interN,2,8,"8306,27"
airCanada,chicago,usa,cancun,mexico,interN,2,35,"8513,70"
interjet,chicago,usa,cdmx,mexico,interN,4,5,5140
airCanada,chicago,usa,montreal,canada,interN,3,7,"3037,32"
airCanada,chicago,usa,ottawa,canada,interN,2,10,"8311,37"
airCanada,chicago,usa,quebec,canada,interN,3,7,"8306,72"
airCanada,chicago,usa,toronto,canada,interN,4,56,"2193,62"
airCanada,chicago,usa,winnipeg,canada,interN,3,1,"8299,77"
vivaAerobus,chihuahua,mexico,cancun,mexico,nacional,3,20,1159
vivaAerobus,chihuahua,mexico,cdmx,mexico,nacional,2,10,1927
vivaAerobus,chihuahua,mexico,guadalajara,mexico,nacional,1,50,1094
vivaAerobus,chihuahua,mexico,monterrey,mexico,nacional,1,25,1099
aeroMx,chihuahua,mexico,tijuana,mexico,nacional,2,0,2256
interjet,chihuahua,mexico,toluca,mexico,nacional,2,10,2390
vivaAerobus,cincinnati,usa,cancun,mexico,interN,3,15,5014
airCanada,cleveland,usa,ptoVallarta,mexico,interN,1,50,"13361,14"
airCanada,cmdx,mexico,montreal,canada,interN,3,7,"3865,68"
airCanada,comox,canada,calgary,canada,nacional,2,10,"6287,73"
airCanada,comox,canada,vancouver,canada,nacional,2,13,"7850,80"
interjet,cozumel,mexico,cdmx,mexico,nacional,2,5,2236
airCanada,cozumel,mexico,montreal,canada,interN,1,45,"8398,57"
airCanada,cranbrook,canada,calgary,canada,nacional,2,10,"6341,77"
airCanada,cranbrook,canada,vancouver,canada,nacional,2,10,"7531,87"
aeroMx,culiacan,mexico,cdmx,mexico,nacional,2,6,3601
vivaAerobus,culiacan,mexico,guadalajara,mexico,nacional,1,20,1201
vivaAerobus,culiacan,mexico,monterrey,mexico,nacional,1,35,1051
vivaAerobus,culiacan,mexico,tijuana,mexico,nacional,2,10,1401
interjet,culiacan ,mexico,cdmx,mexico,nacional,2,0,2770
interjet,dallas,usa,cdmx,mexico,interN,4,35,4072
airCanada,dallas,usa,montreal,canada,interN,2,13,"8424,87"
airCanada,dallas,usa,toronto,canada,interN,2,8,"8411,40"
airCanada,dallas,usa,vancouver,canada,interN,3,7,"8400,68"
airCanada,deerLake,usa,gooseBay,canada,interN,2,8,"8387,06"
airCanada,deerLake,usa,stJohn,canada,interN,3,4,"8376,67"
airCanada,denver,usa,calgary,canada,interN,4,59,"8365,14"
airCanada,denver,usa,edmonton,canada,interN,3,4,"6255,39"
airCanada,denver,usa,montreal,canada,interN,1,50,"8371,27"
airCanada,denver,usa,montreal,canada,interN,3,7,"8581,61"
airCanada,denver,usa,winnipeg,canada,interN,1,47,"8371,16"
airCanada,denver,usa,winnipeg,canada,interN,2,20,"12601,36"
aeroMx,detroit,usa,monterrey,mexico,interN,3,34,5517
airCanada,detroit,usa,narita,japon,interC,18,4,"33349,16"
airCanada,detroit,usa,narita,japon,interC,29,1,"33349,16"
aeroMx,durango,mexico,cdmx,mexico,nacional,1,35,3340
vivaAerobus,durango,mexico,monterrey,mexico,nacional,1,25,458
aeroMx,durango,mexico,tijuana,mexico,nacional,2,19,8312
airCanada,durham,canada,montreal,canada,nacional,1,50,"13437,01"
airCanada,durham,canada,montreal,canada,nacional,3,4,"8313,58"
airCanada,edmonton,canada,calgary,canada,nacional,1,55,"6271,03"
airCanada,edmonton,canada,calgary,canada,nacional,2,13,"6225,74"
airCanada,edmonton,canada,denver,usa,interN,4,56,"8310,18"
airCanada,edmonton,canada,denver,usa,interN,3,4,"6255,39"
airCanada,edmonton,canada,fortMcMurray,canada,nacional,1,50,"8996,03"
airCanada,edmonton,canada,fortMcMurray,canada,nacional,0,53,"8991,40"
airCanada,edmonton,canada,fortMcMurray,canada,nacional,3,7,"7969,64"
airCanada,edmonton,canada,fortMcMurray,canada,nacional,2,8,"7288,20"
airCanada,edmonton,canada,grandePraire,canada,nacional,0,59,"8987,60"
airCanada,edmonton,canada,grandePraire,canada,nacional,1,47,"8020,91"
airCanada,edmonton,canada,grandePrairie,canada,nacional,1,55,"8985,76"
airCanada,edmonton,canada,houston,usa,interN,2,0,"8309,51"
airCanada,edmonton,canada,houston,usa,interN,2,10,"6258,61"
airCanada,edmonton,canada,kelowna,canada,nacional,1,45,"7753,22"
airCanada,edmonton,canada,kelowna,canada,nacional,1,20,"7624,86"
airCanada,edmonton,canada,kelowna,canada,nacional,1,50,"6265,31"
airCanada,edmonton,canada,kelowna,canada,nacional,0,56,"6261,40"
airCanada,edmonton,canada,lasVegas,usa,interN,1,50,"8368,68"
airCanada,edmonton,canada,lasVegas,usa,interN,5,53,"6263,56"
airCanada,edmonton,canada,montreal,canada,nacional,1,45,"8361,72"
airCanada,edmonton,canada,montreal,canada,nacional,2,8,"8364,31"
airCanada,edmonton,canada,montreal,canada,nacional,2,0,"7631,63"
airCanada,edmonton,canada,montreal,canada,nacional,2,23,"6949,67"
airCanada,edmonton,canada,osaka,japon,interC,25,4,"17165,46"
airCanada,edmonton,canada,osaka,japon,interC,26,7,"17165,46"
airCanada,edmonton,canada,ottawa,canada,nacional,2,8,"13289,92"
airCanada,edmonton,canada,ottawa,canada,nacional,3,1,"13287,46"
airCanada,edmonton,canada,ottawa,canada,nacional,0,56,"8990,20"
airCanada,edmonton,canada,ottawa,canada,nacional,2,0,"8311,51"
airCanada,edmonton,canada,sanFrancisco,usa,interN,2,10,"8326,38"
airCanada,edmonton,canada,sanFrancisco,usa,interN,1,20,"6268,05"
airCanada,edmonton,canada,saskatoon,canada,nacional,2,20,"8341,95"
airCanada,edmonton,canada,saskatoon,canada,nacional,0,56,"8344,92"
airCanada,edmonton,canada,saskatoon,canada,nacional,1,45,"8306,54"
airCanada,edmonton,canada,saskatoon,canada,nacional,1,50,"7625,02"
airCanada,edmonton,canada,toronto,canada,nacional,0,56,"9883,10"
airCanada,edmonton,canada,toronto,canada,nacional,2,35,"7115,53"
airCanada,edmonton,canada,vancouver,canada,nacional,2,8,"7687,26"
airCanada,edmonton,canada,vancouver,canada,nacional,1,45,"6777,00"
airCanada,edmonton,canada,victoria,canada,nacional,2,20,"12232,74"
airCanada,edmonton,canada,victoria,canada,nacional,1,20,"11888,48"
airCanada,edmonton,canada,victoria,canada,nacional,0,59,"7970,75"
airCanada,edmonton,canada,victoria,canada,nacional,2,10,"7289,53"
airCanada,edmonton,canada,winnipeg,canada,nacional,0,53,"12982,05"
airCanada,edmonton,canada,winnipeg,canada,nacional,1,45,"12550,89"
airCanada,edmonton,canada,winnipeg,canada,nacional,1,50,"8309,97"
airCanada,edmonton,canada,winnipeg,canada,nacional,1,55,"8308,32"
airCanada,edmonton,canada,yellowknife,canada,nacional,2,8,"13637,49"
airCanada,edmonton,canada,yellowknife,canada,nacional,2,0,"13531,42"
airCanada,edmonton,canada,yellowknife,canada,nacional,0,53,"8009,32"
airCanada,edmonton,canada,yellowknife,canada,nacional,3,1,"7456,02"
airCanada,forthStJohn,canada,vancouver,canada,nacional,2,13,"7686,23"
airCanada,forthStJohn,canada,vancouver,canada,nacional,3,7,"7533,05"
airCanada,fortMcMurray,canada,calgary,canada,nacional,2,13,"7201,77"
airCanada,fortMcMurray,canada,calgary,canada,nacional,2,35,"6225,30"
airCanada,fortMcMurray,canada,edmonton,canada,nacional,1,50,"8996,03"
airCanada,fortMcMurray,canada,edmonton,canada,nacional,0,53,"8991,40"
airCanada,fortMcMurray,canada,edmonton,canada,nacional,3,7,"7969,64"
airCanada,fortMcMurray,canada,edmonton,canada,nacional,2,8,"7288,20"
airCanada,fortMcMurray,canada,toronto,canada,nacional,2,13,"9824,95"
airCanada,fortMcMurray,canada,toronto,canada,nacional,0,56,"7586,81"
airCanada,fortMyers,usa,toronto,canada,interN,2,10,"3006,64"
airCanada,fortMyers,usa,toronto,canada,interN,4,59,"3006,64"
airCanada,fredericton,canada,montreal,canada,nacional,1,55,"8394,52"
airCanada,fredericton,canada,montreal,canada,nacional,2,10,"7946,66"
airCanada,fredericton,canada,ottawa,canada,nacional,2,10,"13291,03"
airCanada,fredericton,canada,ottawa,canada,nacional,1,50,"8010,15"
airCanada,fukuoka,japon,toronto,canada,interC,23,45,"15524,08"
airCanada,fukuoka,japon,toronto,canada,interC,24,55,"15524,08"
airCanada,gander,canada,gooseBay,canada,nacional,2,8,"14580,23"
airCanada,gander,canada,gooseBay,canada,nacional,1,45,"14218,22"
airCanada,gander,canada,gooseBay,canada,nacional,3,4,"13714,78"
airCanada,gander,canada,halifax,canada,nacional,0,53,"13909,98"
airCanada,gander,canada,halifax,canada,nacional,0,59,"7535,36"
airCanada,gander,canada,stJohn,canada,nacional,0,59,"14685,88"
airCanada,gander,canada,stJohn,canada,nacional,1,44,"14088,72"
airCanada,gander,canada,toronto,canada,nacional,1,55,"14229,01"
airCanada,gander,canada,toronto,canada,nacional,2,20,"9765,58"
airCanada,gaspe,canada,quebec,canada,nacional,1,45,"8370,95"
airCanada,gaspe,canada,quebec,canada,nacional,3,1,"7930,52"
airCanada,gooseBay,canada,deerLake,canada,nacional,2,8,"14406,23"
airCanada,gooseBay,canada,deerLake,usa,interN,2,8,"8359,23"
airCanada,gooseBay,canada,gander,canada,nacional,2,8,"14580,23"
airCanada,gooseBay,canada,gander,canada,nacional,1,45,"14218,22"
airCanada,gooseBay,canada,gander,canada,nacional,3,4,"13714,78"
airCanada,gooseBay,canada,halifax,canada,nacional,2,13,"14336,94"
airCanada,gooseBay,canada,halifax,canada,nacional,1,44,"7610,26"
airCanada,gooseBay,canada,stJohn,canada,nacional,2,10,"14589,86"
airCanada,gooseBay,canada,stJohn,canada,nacional,3,7,"14434,07"
airCanada,gooseBay,canada,wabush,canada,nacional,0,56,"14698,72"
airCanada,gooseBay,canada,wabush,canada,nacional,3,4,"14487,69"
airCanada,gooseBay,canada,wabush,canada,nacional,1,20,"14119,78"
airCanada,gooseBay,canada,wabush,canada,nacional,1,50,"13938,98"
airCanada,grandePraire,canada,calgary,canada,nacional,2,23,"8149,59"
airCanada,grandePraire,canada,calgary,canada,nacional,1,47,"7743,86"
airCanada,grandePraire,canada,calgary,canada,nacional,2,23,"6200,98"
airCanada,grandePraire,canada,calgary,canada,nacional,1,50,"6150,32"
airCanada,grandePraire,canada,edmonton,canada,nacional,0,59,"8987,60"
airCanada,grandePraire,canada,edmonton,canada,nacional,1,47,"8020,91"
airCanada,grandePrairie,canada,edmonton,canada,nacional,1,55,"8985,76"
aeroMx,guadalajara,mexico,cancun,mexico,nacional,2,55,2699
vivaAerobus,guadalajara,mexico,cancun,mexico,nacional,3,0,1079
vivaAerobus,guadalajara,mexico,cdJuarez,mexico,nacional,2,0,947
interjet,guadalajara,mexico,cdmx,mexico,nacional,1,25,2446
vivaAerobus,guadalajara,mexico,cdmx,mexico,nacional,1,15,1262
interjet,guadalajara,mexico,cdmx,mexico,nacional,1,20,1109
vivaAerobus,guadalajara,mexico,chihuahua,mexico,nacional,1,50,1094
vivaAerobus,guadalajara,mexico,culiacan,mexico,nacional,1,20,1201
vivaAerobus,guadalajara,mexico,hermosillo,mexico,nacional,2,5,1060
vivaAerobus,guadalajara,mexico,houston,usa,interN,2,35,2462
vivaAerobus,guadalajara,mexico,laPaz,mexico,nacional,1,40,1052
vivaAerobus,guadalajara,mexico,losAngeles,usa,interN,3,20,2018
vivaAerobus,guadalajara,mexico,losCabos,mexico,nacional,1,30,1165
vivaAerobus,guadalajara,mexico,merida,mexico,nacional,2,15,1201
vivaAerobus,guadalajara,mexico,mexicali,mexico,nacional,2,50,1101
interjet,guadalajara,mexico,monterrey,mexico,nacional,1,15,3627
aeroMx,guadalajara,mexico,monterrey,mexico,nacional,1,35,2973
vivaAerobus,guadalajara,mexico,monterrey,mexico,nacional,1,25,1036
vivaAerobus,guadalajara,mexico,ptoVallarta,mexico,nacional,0,50,1131
vivaAerobus,guadalajara,mexico,puebla,mexico,nacional,1,15,1346
vivaAerobus,guadalajara,mexico,reynosa,mexico,nacional,1,35,1000
vivaAerobus,guadalajara,mexico,tampico,mexico,nacional,1,20,1058
vivaAerobus,guadalajara,mexico,tijuana,mexico,nacional,3,10,947
aeroMx,guadalajara,mexico,tijuana,mexico,nacional,3,5,798
interjet,guadalajara,mexico,toluca,mexico,nacional,1,0,3841
vivaAerobus,guadalajara,mexico,tuxtlaG,mexico,nacional,1,55,1081
airCanada,guadalajara,mexico,vancouver,canada,interN,1,50,"6933,68"
airCanada,guadalajara,mexico,vancouver,canada,interN,2,0,"6933,68"
vivaAerobus,guadalajara,mexico,veracruz,mexico,nacional,1,30,1171
vivaAerobus,guadalajara,mexico,villahermosa,mexico,nacional,1,55,1314
airCanada,halifax,canada,calgary,canada,nacional,2,10,"7649,18"
airCanada,halifax,canada,calgary,canada,nacional,1,55,"6121,24"
airCanada,halifax,canada,cdmx,mexico,interN,1,50,"5675,80"
airCanada,halifax,canada,cdmx,mexico,interN,4,53,"5675,80"
airCanada,halifax,canada,gander,canada,nacional,0,53,"13909,98"
airCanada,halifax,canada,gander,canada,nacional,0,59,"7535,36"
airCanada,halifax,canada,gooseBay,canada,nacional,2,13,"14336,94"
airCanada,halifax,canada,gooseBay,canada,nacional,1,44,"7610,26"
airCanada,halifax,canada,montreal,canada,nacional,1,50,"8479,19"
airCanada,halifax,canada,montreal,canada,nacional,3,4,"7662,92"
airCanada,halifax,canada,nuevaYork,usa,interN,3,7,"41970,24"
airCanada,halifax,canada,nuevaYork,usa,interN,4,59,"7719,99"
airCanada,halifax,canada,ottawa,canada,nacional,2,13,"13288,91"
airCanada,halifax,canada,ottawa,canada,nacional,0,56,"7727,07"
airCanada,halifax,canada,stJohn,canada,nacional,0,53,"14752,18"
airCanada,halifax,canada,stJohn,canada,nacional,2,20,"7822,48"
hawaiian,haneda,japon,kailuaKona,usa,interC,12,5,"15052,2102"
airCanada,haneda,japon,losAngeles,usa,interC,19,20,"20969,78"
airCanada,haneda,japon,losAngeles,usa,interC,20,44,"20969,78"
airCanada,haneda,japon,moncton,canada,interC,22,47,"19788,60"
airCanada,haneda,japon,moncton,canada,interC,21,44,"19788,60"
airCanada,haneda,japon,montreal,canada,interC,19,0,"11060,14"
airCanada,haneda,japon,montreal,canada,interC,27,10,"11060,14"
airCanada,haneda,japon,sanJose,usa,interC,16,10,"27918,80"
airCanada,haneda,japon,sanJose,usa,interC,17,8,"27918,80"
airCanada,haneda,japon,toronto,canada,interC,19,13,"41970,24"
airCanada,haneda,japon,toronto,canada,interC,26,20,"10293,14"
airCanada,haneda,japon,toronto,canada,interC,27,45,"10293,14"
airCanada,haneda,japon,toronto,canada,interC,25,0,"9705,07"
airCanada,haneda,japon,vancouver,canada,interC,20,8,"41970,24"
airCanada,haneda,japon,vancouver,canada,interC,18,13,"25986,98"
airCanada,haneda,japon,vancouver,canada,interC,22,56,"12394,72"
airCanada,haneda,japon,vancouver,canada,interC,21,53,"12394,72"
airCanada,hartford,canada,montreal,canada,nacional,2,20,"8262,63"
airCanada,hartford,canada,montreal,canada,nacional,1,20,"7753,15"
aeroMx,hermosillo,mexico,cdmx,mexico,nacional,2,46,3815
interjet,hermosillo,mexico,cdmx,mexico,nacional,2,45,3206
vivaAerobus,hermosillo,mexico,guadalajara,mexico,nacional,2,5,1060
aeroMx,hermosillo,mexico,monterrey,mexico,nacional,2,10,4173
vivaAerobus,hermosillo,mexico,monterrey,mexico,nacional,2,5,977
hawaiian,hilo,usa,honolulu,usa,nacional,0,50,"2338,8966"
hawaiian,hilo,usa,kahului,usa,nacional,0,41,"2095,02"
hawaiian,honolulu,usa,hilo,usa,nacional,0,50,"2338,8966"
hawaiian,honolulu,usa,kahului,usa,nacional,0,37,"3457,5966"
hawaiian,honolulu,usa,kailuaKona,usa,nacional,0,45,"2643,5898"
hawaiian,honolulu,usa,lihue,usa,nacional,0,40,"1626,7932"
airCanada,honolulu,usa,toronto,canada,interN,2,23,"10937,42"
airCanada,honolulu,usa,toronto,canada,interN,2,20,"10937,42"
